Index	Author	MemberID	First/Last Author	Authors	Title	Citation	Year	PMID	Tumor Type(s)
85	Zheng, Hongwu;Rai, Kanti	36;76		Genovese, G. and Ergun, A. and Shukla, S. A. and Campos, B. and Hanna, J. and Ghosh, P. and Quayle, S. N. and Rai, K. and Colla, S. and Ying, H. and Wu, C. J. and Sarkar, S. and Xiao, Y. and Zhang, J. and Zhang, H. and Kwong, L. and Dunn, K. and Wiedemeyer, W. R. and Brennan, C. and Zheng, H. and Rimm, D. L. and Collins, J. J. and Chin, L. 	microRNA regulatory network inference identifies miR-34a as a novel regulator of TGF-β signaling in glioblastoma. 	Cancer Discovery, 2(8) pp. 736-749.	2012	22750848	Brain
86	Goenka, Anuj			Shapiro LQ, Beal K, Goenka A, Karimi S, Iwamoto FM, Yamada Y, Zhang Z, Lassman AB, Abrey LE, Gutin PH.	Patterns of failure after concurrent bevacizumab and hypofractionated stereotactic radiation therapy for recurrent high-grade glioma.	Int J Radiat Oncol Biol Phys. 2013 Mar 1;85(3):636-42.	2013	22765876	Brain
87	Knisely, Jonathan	175	L	Omay SB, Piepmeier JM, Knisely JP.	Low-grade gliomas: when and how to treat.	Hematol Oncol Clin North Am. 2012 Aug;26(4):797-809.	2012	22794284	Brain
88	Li, Jian Yi	70	F	Li JY, Lopez JI, Powell SZ, Coons SW, Fuller GN.	Giant cell ependymoma-report of three cases and review of the literature.	Int J Clin Exp Pathol. 2012;5(5):458-62.	2012	22808300	Brain
89	Symons, Marc	83	L	Kwiatkowska A, Symons M.	Signaling determinants of glioma cell invasion.	Adv Exp Med Biol. 2013;986:121-41.	2013	22879067	Brain
90	Boockvar, John Andrew	189		Stessin AM, Schwartz A, Judanin G, Pannullo SC, Boockvar JA, Schwartz TH, Stieg PE, Wernicke AG.	Does adjuvant external-beam radiotherapy improve outcomes for nonbenign meningiomas? A Surveillance, Epidemiology, and End Results (SEER)-based analysis.	J Neurosurg. 2012 Oct;117(4):669-75. 	2012	22900840	Brain
91	Boockvar, John Andrew	189	L	Burkhardt JK, Santillan A, Hofstetter CP, Christos P, Berry N, Shin BJ, Foley CP, Gürsel DB, Ballon DJ, Gobin YP, Boockvar JA.	Intra-arterial bevacizumab with blood brain barrier disruption in a glioblastoma xenograft model.	J Exp Ther Oncol. 2012;10(1):31-7.	2012	22946342	Brain
92	Symons, Marc	83	L	Kwiatkowska A, Didier S, Fortin S, Chuang Y, White T, Berens ME, Rushing E, Eschbacher J, Tran NL, Chan A, Symons M.	The small GTPase RhoG mediates glioblastoma cell invasion.	Mol Cancer. 2012 Sep 11;11:65. 	2012	22966858	Brain
93	Boockvar, John Andrew	189	L	Burkhardt JK, Hofstetter CP, Santillan A, Shin BJ, Foley CP, Ballon DJ, Pierre Gobin Y, Boockvar JA.	Orthotopic glioblastoma stem-like cell xenograft model in mice to evaluate intra-arterial delivery of bevacizumab: from bedside to bench.	J Clin Neurosci. 2012 Nov;19(11):1568-72. 	2012	22985932	Brain
94	Boockvar, John Andrew	189	L	Gursel DB, Schlaff CD, Boockvar JA.	EGFR targeted inhibition resistance: compensatory activation of ERBB family members in glioblastoma cancer stem-like cells promotes proliferation.	Neurosurgery. 2012 Oct;71(4):N17-8. 	2012	22989968	Brain
95	Boockvar, John Andrew	189	L	Gürsel DB, Schlaff CD, Boockvar JA.	Trials and tribulations of cancer immunotherapy: the dendritic cell vaccine shows promise in a phase I glioblastoma multiforme trial.	Neurosurgery. 2012 Dec;71(6):N19-21.	2012	23160396	Brain
96	Schulder, Michael	77	L	Liang D, Schulder M.	The role of intraoperative magnetic resonance imaging in glioma surgery.	Surg Neurol Int. 2012;3(Suppl 4):S320-7.	2012	23230537	Brain
97	Boockvar, John Andrew	189	L	Haber JS, Banu MA, Ray A, Kesavabhotla K, Boockvar JA.	Industry progress report on neuro-oncology: a biotech update.	J Neurooncol. 2013 Apr;112(2):315-21. 	2013	23423513	Brain
98	Atlas, Mark	129		Venkatramani R, Ji L, Lasky J, Haley K, Judkins A, Zhou S, Sposto R, Olshefski R, Garvin J, Tekautz T, Kennedy G, Rassekh SR, Moore T, Gardner S, Allen J, Shore R, Moertel C, Atlas M, Dhall G, Finlay J.	Outcome of infants and young children with newly diagnosed ependymoma treated on the 'Head Start' III prospective clinical trial.	J Neurooncol. 2013 Jun;113(2):285-91. 	2013	23508296	Brain
99	Boockvar, John Andrew	189	L	Duque SG, Gorrepati R, Kesavabhotla K, Huang C, Boockvar JA.	Endoscopic endonasal transphenoidal surgery using the BrainLAB® Headband for navigation without rigid fixation.	J Neurol Surg A Cent Eur Neurosurg. 2014 Jul;75(4):267-9. 	2014	23512589	Brain
100	Li, Jian Yi	70		Liu Z, Wang C, Wang H, Wang Y, Li JY, Liu Y.	Clinical characteristics and treatment of angiomatous meningiomas: a report of 27 cases.	Int J Clin Exp Pathol. 2013;6(4):695-702. 	2013	23573316	Brain
101	Boockvar, John Andrew	189		Kast RE, Boockvar JA, Brüning A, Cappello F, Chang WW, Cvek B, Dou QP, Duenas-Gonzalez A, Efferth T, Focosi D, Ghaffari SH, Karpel-Massler G, Ketola K, Khoshnevisan A, Keizman D, Magné N, Marosi C, McDonald K, Muñoz M, Paranjpe A, Pourgholami MH, Sardi I, Sella A, Srivenugopal KS, Tuccori M, Wang W, Wirtz CR, Halatsch ME.	A conceptually new treatment approach for relapsed glioblastoma: coordinated undermining of survival paths with nine repurposed drugs (CUSP9) by the International Initiative for Accelerated Improvement of Glioblastoma Care.	Oncotarget. 2013 Apr;4(4):502-30. 	2013	23594434	Brain
102	Boockvar, John Andrew	189	L	Njoku I Jr, Boockvar JA.	The intersection between genetic engineering and immunotherapy: taking a BiTE out of glioblastoma.	Neurosurgery. 2013 Jun;72(6):N16-7. 	2013	23685511	Brain
103	Symons, Marc	83		Fortin Ensign SP, Mathews IT, Eschbacher JM, Loftus JC, Symons MH, Tran NL.	The Src homology 3 domain-containing guanine nucleotide exchange factor is overexpressed in high-grade gliomas and promotes tumor necrosis factor-like weak inducer of apoptosis-fibroblast growth factor-inducible 14-induced cell migration and invasion via tumor necrosis factor receptor-associated factor 2.	J Biol Chem. 2013 Jul 26;288(30):21887-97.	2013	23775076	Brain
104	Zheng, Hongwu	36		Hu, J. and Ho, A. L. and Yuan, L. and Hu, B. and Hua, S. and Hwang, S. S. and Zhang, J. and Hu, T. and Zheng, H. and Gan, B. and Wu, G. and Wang, Y. A. and Chin, L. and DePinho, R. A. 	Neutralization of terminal differentiation in gliomagenesis. 	Proceedings of the National Academy of Sciences of the United States of America, 110(36) pp. 14520-14527.	2013	23918370	Brain
105	Boockvar, John Andrew	189	L	Ottenhausen M, Bodhinayake I, Banu M, Kesavabhotla K, Ray A, Boockvar JA.	Industry progress report on neuro-oncology: Biotech update 2013.	J Neurooncol. 2013 Nov;115(2):311-6.	2013	23949146	Brain
106	Symons, Marc	83		Fortin Ensign SP, Mathews IT, Symons MH, Berens ME, Tran NL.	Implications of Rho GTPase Signaling in Glioma Cell Invasion and Tumor Progression.	Front Oncol. 2013 Oct 4;3:241. 	2013	24109588	Brain
107	Mills, Alea A.	20	L	Vestin, A. and Mills, A. A. 	The tumor suppressor Chd5 is induced during neuronal differentiation, in the developing mouse brain.	Gene Expression Patterns, 13(8) pp. 482-489.	2013	24120991	Brain
108	Boockvar, John Andrew	189		Infanger DW, Cho Y, Lopez BS, Mohanan S, Liu SC, Gursel D, Boockvar JA, Fischbach C.	Glioblastoma stem cells are regulated by interleukin-8 signaling in a tumoral perivascular niche.	Cancer Res. 2013 Dec 1;73(23):7079-89. 	2013	24121485	Brain
109	Enikolopov, Grigori	5		Li P, Du F, Yuelling LW, Lin T, Muradimova RE, Tricarico R, Wang J, Enikolopov G, Bellacosa A, Wechsler-Reya RJ, Yang ZJ.	A population of Nestin-expressing progenitors in the cerebellum exhibits increased tumorigenicity.	Nat Neurosci. 2013 Dec;16(12):1737-44. 	2013	24141309	Brain
110	Tonks, Nicholas	29		Mondol, A. S. and Tonks, N. K. and Kamata, T. 	Nox4 redox regulation of PTP1B contributes to the proliferation and migration of glioblastoma cells by modulating tyrosine phosphorylation of coronin-1C. 	Free Radical Biology and Medicine, 67 pp. 285-91.	2014	24239742	Brain
111	Van Aelst, Linda	33		Anne, S. L. and Govek, E. E. and Ayrault, O. and Kim, J. H. and Zhu, X. and Murphy, D. A. and Van Aelst, L. and Roussel, M. F. and Hatten, M. E. 	WNT3 inhibits cerebellar granule neuron progenitor proliferation and medulloblastoma formation via MAPK activation.	PLoS One. 2013 Nov 26;8(11):e81769.	2013	24303070	Brain
112	Symons, Marc	83		Khalil BD, Hanna S, Saykali BA, El-Sitt S, Nasrallah A, Marston D, El-Sabban M, Hahn KM, Symons M, El-Sibai M.	The regulation of RhoA at focal adhesions by StarD13 is important for astrocytoma cell motility.	Exp Cell Res. 2014 Feb 15;321(2):109-22.	2014	24333506	Brain
113	Boockvar, John Andrew	189	L	Ottenhausen M, Bodhinayake I, Schaefer PM, Boockvar JA.	VIGAS and beyond: the impact of HCMV-infection and its treatment in glioblastoma.	Neurosurgery. 2014 Feb;74(2):N23-4.	2014	24435151	Brain
114	Van Aelst, Linda	33		Murray, D. W. and Didier, S. and Chan, A. and Paulino, V. and Van Aelst, L. and Ruggieri, R. and Tran, N. L. and Byrne, A. T. and Symons, M. 	Guanine nucleotide exchange factor Dock7 mediates HGF-induced glioblastoma cell invasion via Rac activation. 	British Journal of Cancer, 110(5) pp. 1307-1315.	2014	24518591	Brain
115	Lee, Annette	68		Lai RK, Chen Y, Guan X, Nousome D, Sharma C, Canoll P, Bruce J, Sloan AE, Cortes E, Vonsattel JP, Su T, Delgado-Cruzata L, Gurvich I, Santella RM, Ostrom Q, Lee A, Gregersen P, Barnholtz-Sloan J.	Genome-wide methylation analyses in glioblastoma multiforme.	PLoS One. 2014 Feb 21;9(2):e89376. 	2014	24586730	Brain
116	Boockvar, John Andrew	189	L	Ottenhausen M, Bodhinayake I, Schaefer PM, Boockvar JA.	VIGAS and beyond: the impact of HCMV-infection and its treatment in glioblastoma.	Neurosurgery. 2014 Apr;74(4):N17-8.	2014	24642991	Brain
117	Demopoulos, Alexis	186		Marcuse LV, Lancman G, Demopoulos A, Fields M.	Nonconvulsive status epilepticus in patients with brain tumors.	Seizure. 2014 Aug;23(7):542-7. 	2014	24810208	Brain
118	Symons, Marc	83	L	Miller IS, Didier S, Murray DW, Turner TH, Issaivanan M, Ruggieri R, Al-Abed Y, Symons M.	Semapimod sensitizes glioblastoma tumors to ionizing radiation by targeting microglia.	PLoS One. 2014 May 9;9(5):e95885. 	2014	24816734	Brain
119	Boockvar, John Andrew	189		Golas AR, Boyko T, Schwartz TH, Stieg PE, Boockvar JA, Spector JA.	Prophylactic plastic surgery closure of neurosurgical scalp incisions reduces the incidence of wound complications in previously-operated patients treated with bevacizumab (Avastin®) and radiation.	J Neurooncol. 2014 Sep;119(2):327-31. 	2014	24872117	Brain
120	Li, Jian Yi	70	L	Liu Z, Liu Y, Li L, Xu Z, Bi B, Wang Y, Li JY.	MiR-7-5p is frequently downregulated in glioblastoma microvasculature and inhibits vascular endothelial cell proliferation by targeting RAF1.	Tumour Biol. 2014 Oct;35(10):10177-84. 	2014	25027403	Brain
121	Boockvar, John Andrew	189	L	Bodhinayake I, Ottenhausen M, Boockvar JA.	Targeting a heterogeneous tumor: the promise of the interleukin-13 receptor α2.	Neurosurgery. 2014 Aug;75(2):N18-9. 	2014	25033361	Brain
122	Boockvar, John Andrew	189	L	Gürsel DB, Banu MA, Berry N, Marongiu R, Burkhardt JK, Kobylarz K, Kaplitt MG, Rafii S, Boockvar JA.	Tight regulation between cell survival and programmed cell death in GBM stem-like cells by EGFR/GSK3b/PP2A signaling.	J Neurooncol. 2015 Jan;121(1):19-29. 	2015	25344882	Brain
123	Symons, Marc;Boockvar, John Andrew	83;189	L	Bodhinayake I, Symons M, Boockvar JA.	Repurposing mebendazole for the treatment of medulloblastoma.	Neurosurgery. 2015 Feb;76(2):N15-6. 	2015	25594199	Brain
124	Zheng, Hongwu	36	L	Klingler, S. and Guo, B. and Yao, J. and Yan, H. and Zhang, L. and Vaseva, A. V. and Chen, S. and Canoll, P. and Horner, J. W. and Wang, Y. A. and Paik, J. H. and Ying, H. and Zheng, H. 	Development of resistance to EGFR targeted therapy in malignant glioma can occur through EGFR dependent and independent mechanisms. 	Cancer Res. 2015 May 15;75(10):2109-19.	2015	25808866	Brain
125	Knisely, Jonathan	175		Sperduto PW, Kased N, Roberge D, Xu Z, Shanley R, Luo X, Sneed PK, Chao ST, Weil RJ, Suh J, Bhatt A, Jensen AW, Brown PD, Shih HA, Kirkpatrick J, Gaspar LE, Fiveash JB, Chiang V, Knisely JP, Sperduto CM, Lin N, Mehta M.	Effect of tumor subtype on survival and the graded prognostic assessment for patients with breast cancer and brain metastases.	Int J Radiat Oncol Biol Phys. 2012 Apr 1;82(5):2111-7. 	2012	21497451	Brain;Breast;Mets
126	Li, Jian Yi	70	L	Tahmasebi FC, Farmer P, Powell SZ, Aldape KD, Fuller GN, Patel S, Hollis P, Chalif D, Eisenberg MB, Li JY.	Brain metastases from papillary thyroid carcinomas.	Virchows Arch. 2013 Apr;462(4):473-80. 	2013	23532501	Brain;Head & Neck;Mets
127	Knisely, Jonathan	175		Flanigan JC, Jilaveanu LB, Faries M, Sznol M, Ariyan S, Yu JB, Knisely JP, Chiang VL, Kluger HM.	Melanoma brain metastases: is it time to reassess the bias?	Curr Probl Cancer. 2011 Jul-Aug;35(4):200-10.	2011	21911183	Brain;Melanoma;Mets
128	Knisely, Jonathan	175	F	Knisely JP, Yu JB, Flanigan J, Sznol M, Kluger HM, Chiang VL.	Radiosurgery for melanoma brain metastases in the ipilimumab era and the possibility of longer survival.	J Neurosurg. 2012 Aug;117(2):227-33. 	2012	22702482	Brain;Melanoma;Mets
129	Knisely, Jonathan	175		Park HS, Chiang VL, Knisely JP, Raldow AC, Yu JB.	Stereotactic radiosurgery with or without whole-brain radiotherapy for brain metastases: an update.	Expert Rev Anticancer Ther. 2011 Nov;11(11):1731-8.	2011	22050022	Brain;Mets
130	Knisely, Jonathan	175		Sperduto PW, Kased N, Roberge D, Xu Z, Shanley R, Luo X, Sneed PK, Chao ST, Weil RJ, Suh J, Bhatt A, Jensen AW, Brown PD, Shih HA, Kirkpatrick J, Gaspar LE, Fiveash JB, Chiang V, Knisely JP, Sperduto CM, Lin N, Mehta M.	Summary report on the graded prognostic assessment: an accurate and facile diagnosis-specific tool to estimate survival for patients with brain metastases.	J Clin Oncol. 2012 Feb 1;30(4):419-25. 	2012	22203767	Brain;Mets
131	Schulder, Michael;Knisely, Jonathan	77;175	L	Yu JB, Schulder M, Knisely J.	Radiosurgical dose selection for brain metastasis.	Prog Neurol Surg. 2012;25:139-47. 	2012	22236675	Brain;Mets
132	Knisely, Jonathan	175		Patel TR, Ozturk AK, Knisely JP, Chiang VL.	Implications of Identifying Additional Cerebral Metastases during Gamma Knife Radiosurgery.	Int J Surg Oncol. 2012;2012:748284.	2012	22312543	Brain;Mets
133	Knisely, Jonathan	175		Raldow AC, Chiang VL, Knisely JP, Yu JB.	Survival and intracranial control of patients with 5 or more brain metastases treated with gamma knife stereotactic radiosurgery.	Am J Clin Oncol. 2013 Oct;36(5):486-90. 	2013	22706180	Brain;Mets
134	Knisely, Jonathan	175		Patel TR, Knisely JP, Chiang VL.	Management of brain metastases: surgery, radiation, or both?	Hematol Oncol Clin North Am. 2012 Aug;26(4):933-47. 	2012	22794291	Brain;Mets
135	Knisely, Jonathan	175	L	Jairam V, Chiang VL, Yu JB, Knisely JP.	Role of stereotactic radiosurgery in patients with more than four brain metastases.	CNS Oncol. 2013 Mar;2(2):181-93. 	2013	24273642	Brain;Mets
136	Boockvar, John Andrew	189		Wernicke AG, Yondorf MZ, Peng L, Trichter S, Nedialkova L, Sabbas A, Kulidzhanov F, Parashar B, Nori D, Clifford Chao KS, Christos P, Kovanlikaya I, Pannullo S, Boockvar JA, Stieg PE, Schwartz TH.	Phase I/II study of resection and intraoperative cesium-131 radioisotope brachytherapy in patients with newly diagnosed brain metastases.	J Neurosurg. 2014 Aug;121(2):338-48.	2014	24785322	Brain;Mets
137	Knisely, Jonathan	175	L	Sahgal A, Larson D, Knisely J.	Stereotactic radiosurgery alone for brain metastases.	Lancet Oncol. 2015 Mar;16(3):249-50.	2015	25752547	Brain;Mets
138	Knisely, Jonathan	175		Awan M, Liu S, Sahgal A, Das S, Chao ST, Chang EL, Knisely JP, Redmond K, Sohn JW, Machtay M, Sloan AE, Mansur DB, Rogers LR, Lo SS.	Extra-CNS metastasis from glioblastoma: a rare clinical entity.	Expert Rev Anticancer Ther. 2015 May;15(5):545-52. 	2015	25907706	Brain;Mets
139	Atwal, Gurinder	1		Mehta, M. S. and Vazquez, A. and Kulkarni, D. A. and Kerrigan, J. E. and Atwal, G. S. and Metsugi, S. and Toppmeyer, D. L. and Levine, A. J. and Hirshfield, K. M. 	Polymorphic variants in TSC1 and TSC2 and their association with breast cancer phenotypes. 	Breast Cancer Research and Treatment, 125(3) pp. 861-868.	2011	20658316	Breast
140	Goenka, Anuj			Ho A, Goenka A, Ishill N, Van Zee K, McLane A, Gonzales AM, Tan L, Cody H, Powell S, McCormick B.	The effect of age in the outcome and treatment of older women with ductal carcinoma in situ.	Breast. 2011 Feb;20(1):71-7.	2011	20739181	Breast
141	Wigler, Michael;Levy, Dan	34;48		Kamalakaran, S. and Varadan, V. and Giercksky Russnes, H. E. and Levy, D. and Kendall, J. T. and Janevski, A. and Riggs, M. and Banerjee, N. and Synnestvedt, M. and Schlichting, E. and Kåresen, R. and Shama Prasada, K. and Rotti, H. and Rao, R. and Rao, L. and Eric Tang, M. H. and Satyamoorthy, K. and Lucito, R. and Wigler, M. H. and Dimitrova, N. and Naume, B. and Borresen-Dale, A. L. and Hicks, J. B. 	DNA methylation patterns in luminal breast cancers differ from non-luminal subtypes and can identify relapse risk independent of other clinical variables. 	Molecular Oncology, 5(1) pp. 77-92.	2011	21169070	Breast
142	Egeblad, Mikala	4	L	Ewald, A. J. and Werb, Z. and Egeblad, M. 	Preparation of mice for long-term intravital imaging of the mammary gland. 	Cold Spring Harb Protoc. 2011 Feb 1;2011(2):pdb.prot5562.	2011	21285262	Breast
143	Egeblad, Mikala	4	L	Ewald, A. J. and Werb, Z. and Egeblad, M. 	Dynamic, Long-Term In Vivo Imaging of Tumor–Stroma Interactions in Mouse Models of Breast Cancer Using Spinning-Disk Confocal Microscopy.	Cold Spring Harb Protoc. 2011 Feb 1;2011(2):pdb.top97.	2011	21285277	Breast
144	Wigler, Michael;Levy, Dan;Krasnitz, Alexander;McCombie, W. Richard	34;19;48;15	L	Navin N, Kendall J, Troge J, Andrews P, Rodgers L, McIndoo J, Cook K, Stepansky A, Levy D, Esposito D, Muthuswamy L, Krasnitz A, McCombie WR, Hicks J, Wigler M.	Tumour evolution inferred by single-cell sequencing.	Nature. 2011 Apr 7;472(7341):90-4. 	2011	21399628	Breast
145	Budman, Daniel	62	L	Leung M, Rosen D, Fields S, Cesano A, Budman DR.	Poly(ADP-ribose) polymerase-1 inhibition: preclinical and clinical development of synthetic lethality.	Mol Med. 2011;17(7-8):854-62. 	2011	21424107	Breast
146	Siepel, Adam	24		Hah, N. and Danko, C. G. and Core, L. and Waterfall, J. J. and Siepel, A. and Lis, J. T. and Kraus, W. L. 	A rapid, extensive, and transient transcriptional response to estrogen signaling in breast cancer cells. 	Cell, 145(4) pp. 622-34.	2011	21549415	Breast
147	Terjanian, Terenig	142		Azab B, Bhatt VR, Phookan J, Murukutla S, Kohn N, Terjanian T, Widmann WD.	Usefulness of the neutrophil-to-lymphocyte ratio in predicting short- and long-term mortality in breast cancer patients.	Ann Surg Oncol. 2012 Jan;19(1):217-24. 	2012	21638095	Breast
148	Tonks, Nicholas	29	L	Lin, G. and Aranda, V. and Muthuswamy, S. K. and Tonks, N. K. 	Identification of PTPN23 as a novel regulator of cell invasion in mammary epithelial cells from a loss-of-function screen of the 'PTP-ome'. 	Genes & Development, 25(13) pp. 1412-1425.	2011	21724833	Breast
149	Egeblad, Mikala	4	L	Kees, T. and Egeblad, M. 	Innate Immune Cells in Breast Cancer - From Villains to Heroes?.	 Journal of Mammary Gland Biology and Neoplasia, 16(3) pp. 189-203.	2011	21789554	Breast
150	Raptis, George	111		Adelson K, Germain D, Raptis G, Biran N.	Hormonal modulation in the treatment of breast cancer.	Endocrinol Metab Clin North Am. 2011 Sep;40(3):519-32, viii. 	2011	21889718	Breast
