Serial Number	Project Title	Tumor Type(s)	Administering  IC	Application ID	Project Number	Type	Activity	IC	Support Year	Suffix	Subproject Number 	Contact PI  Person ID	Contact PI / Project Leader	PI Trim	MemberID	Other PI or Project Leader(s)	Organization Name	ARRA Indicator	FY	FY Total Cost 	FY Total Cost  (Sub Projects)	FY Total
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia;Sarcoma;Bone	NHLBI	8209174	5R01HL079571-08	5	R01	HL	8			1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	Feinstein Institute	 	2012	410850		410850
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia;Sarcoma;Bone	NHLBI	8015626	5R01HL079571-07	5	R01	HL	7			1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	Feinstein Institute	 	2011	415000		415000
79571	A VITAL TOOL FOR THE STUDY OF DBA:THE DIAMOND BLACKFAN ANEMIA REGISTRY	Leukemia;Sarcoma;Bone	NHLBI	7786399	2R01HL079571-06	2	R01	HL	6			1916843	LIPTON, JEFFREY M	LIPTON, JEFFREY M	71	Not Applicable	Feinstein Institute	 	2010	415000		415000
29690	ABERRANT SIGNALING IN B-1 CELLS		NIAID	8488386	5R01AI029690-22	5	R01	AI	22			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2013	382338		382338
29690	ABERRANT SIGNALING IN B-1 CELLS		NIAID	8282872	5R01AI029690-21	5	R01	AI	21			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2012	406742		406742
29690	ABERRANT SIGNALING IN B-1 CELLS		NIAID	8099789	5R01AI029690-20	5	R01	AI	20			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2011	406742		406742
29690	ABERRANT SIGNALING IN B-1 CELLS		NIAID	7936838	5R01AI029690-19	5	R01	AI	19			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2010	410850		410850
29690	ABERRANT SIGNALING IN B1 CELLS		NIAID	8964351	2R01AI029690-23	2	R01	AI	23			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2015	421250		421250
12062	ACQUISITION OF A HIGH-THROUGHPUT COMPUTE CLUSTER FOR BIOLOGICAL DATA ANALYSIS	Any	OD	8247532	1S10OD012062-01	1	S10	OD	1			1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	Cold Spring Harbor	 	2012	519814		519814
27936	ACQUISITION OF LASER CAPTURE MICRODISSECTION MICROSCOPE	Any;Tech	NCRR	7795318	1S10RR027936-01	1	S10	RR	1			6379919	SYMONS, MARC H	SYMONS, MARC H	83	Not Applicable	Feinstein Institute	YES	2010	218564		218564
22714	ADAPTIVE INTERVENTIONS FOR PROBLEM DRINKERS		NIAAA	8810278	1R01AA022714-01A1	1	R01	AA	1	A1		1878158	MORGENSTERN, JON 	MORGENSTERN, JON		Not Applicable	Feinstein Institute	 	2015	711636		711636
89837	ADENOISEN-PKA SIGNALING AXIS IN TREG DEVELOPMENT AND HOMEOSTASIS		NIAID	8309525	1R56AI089837-01A1	1	R56	AI	1	A1		6568598	GU, HUA 	GU, HUA		Not Applicable	Feinstein Institute	 	2011	415000		415000
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8700524	5P30MH090590-05	5	P30	MH	5		7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2014		60096	60096
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8463874	5P30MH090590-04	5	P30	MH	4		7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2013		61230	61230
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8507852	3P30MH090590-03S1	3	P30	MH	3	S1	7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2012		18320	18320
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8377183	5P30MH090590-03	5	P30	MH	3		7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2012		58536	58536
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8301763	5P30MH090590-02	5	P30	MH	2		7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2011		57802	57802
90590	ADHERENCE UNIT (RESEARCH METHODS CORE)		NIMH	8110772	1P30MH090590-01	1	P30	MH	1		7410	1894605	ROBINSON, DELBERT G	ROBINSON, DELBERT G		Not Applicable	Feinstein Institute	 	2010		57189	57189
13106	ADMINISTRATION	Breast;Admin	NCI	8234420	2P01CA013106-41	2	P01	CA	41		6556	1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	Cold Spring Harbor	 	2012		233967	233967
45508	ADMINISTRATION	Any;Admin	NCI	8712150	5P30CA045508-27	5	P30	CA	27		8739	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		271464	271464
45508	ADMINISTRATION	Any;Admin	NCI	8473666	5P30CA045508-26	5	P30	CA	26		8739	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		261642	261642
45508	ADMINISTRATION	Any;Admin	NCI	8382427	5P30CA045508-25	5	P30	CA	25		8739	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		279622	279622
45508	ADMINISTRATION	Any;Admin	NCI	8340281	2P30CA045508-24	2	P30	CA	24		8739	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		276910	276910
73693	ADMINISTRATIVE CORE		NIAID	8741185	2P01AI073693-06A1	2	P01	AI	6	A1	8880	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2014		74143	74143
73693	ADMINISTRATIVE CORE		NIAID	8380686	5P01AI073693-05	5	P01	AI	5		9001	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2012		125649	125649
73693	ADMINISTRATIVE CORE		NIAID	8308308	5P01AI073693-04	5	P01	AI	4		9001	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2011		75578	75578
73693	ADMINISTRATIVE CORE		NIAID	8122317	5P01AI073693-03	5	P01	AI	3		9001	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2010		43906	43906
102852	ADMINISTRATIVE CORE		NIAID	8667806	1P01AI102852-01A1	1	P01	AI	1	A1	7559	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2014		45107	45107
71675	ADMINISTRATIVE CORE		NINDS	8742001	5P50NS071675-05	5	P50	NS	5		6344	1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2014		118041	118041
71675	ADMINISTRATIVE CORE		NINDS	8549326	5P50NS071675-04	5	P50	NS	4		6344	1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2013		117130	117130
71675	ADMINISTRATIVE CORE		NINDS	8382422	5P50NS071675-03	5	P50	NS	3		6344	1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2012		120988	120988
71675	ADMINISTRATIVE CORE		NINDS	8332346	5P50NS071675-02	5	P50	NS	2		6344	1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2011		120421	120421
71675	ADMINISTRATIVE CORE		NINDS	8009013	1P50NS071675-01	1	P50	NS	1		6344	1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2010		120131	120131
78139	ADVANCED IMMUNOCYTOCHEMISTRY;IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Any;Training	NCI	8716531	5T15CA078139-17	5	T15	CA	17			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2014	100323		100323
78139	ADVANCED IMMUNOCYTOCHEMISTRY;IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Any;Training	NCI	8546683	5T15CA078139-16	5	T15	CA	16			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2013	88154		88154
78139	ADVANCED IMMUNOCYTOCHEMISTRY;IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Any;Training	NCI	8314109	5T15CA078139-15	5	T15	CA	15			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2012	100323		100323
78139	ADVANCED IMMUNOCYTOCHEMISTRY;IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Any;Training	NCI	8128562	5T15CA078139-14	5	T15	CA	14			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2011	100166		100166
78139	ADVANCED IMMUNOCYTOCHEMISTRY;IN SITU HYBRIDIZATION AND LIVE CELL IMAGING COURSE	Any;Training	NCI	7940440	2T15CA078139-13	2	T15	CA	13			7852017	GRODZICKER, TERRI I.	GRODZICKER, TERRI I.		Not Applicable	Cold Spring Harbor	 	2010	78167		78167
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8700525	5P30MH090590-05	5	P30	MH	5		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2014		57538	57538
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8463875	5P30MH090590-04	5	P30	MH	4		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2013		58844	58844
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8507853	3P30MH090590-03S1	3	P30	MH	3	S1	7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2012		18320	18320
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8377186	5P30MH090590-03	5	P30	MH	3		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2012		56125	56125
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8301764	5P30MH090590-02	5	P30	MH	2		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2011		55459	55459
90590	ADVERSE EVENTS UNIT (RESEARCH METHODS CORE)		NIMH	8110774	1P30MH090590-01	1	P30	MH	1		7411	8134676	CORRELL, CHRISTOPH U	CORRELL, CHRISTOPH U		Not Applicable	Feinstein Institute	 	2010		54871	54871
18535	AMERICAN COLLEGE OF RHEUMATOLOGY RE-CLASSIFICATION OF SLE CRITERIA (AROSE)		NCRR	8167285	5M01RR018535-08	5	M01	RR	8		7144	7850197	ARANOW, CYNTHIA 	ARANOW, CYNTHIA		Not Applicable	Feinstein Institute	 	2010		5087	473810
75141	AN ALTERNATE PATHWAY TO AUTOIMMUNITY		NIAID	8212184	5R01AI075141-05	5	R01	AI	5			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2012	369765		369765
75141	AN ALTERNATE PATHWAY TO AUTOIMMUNITY		NIAID	8013888	5R01AI075141-04	5	R01	AI	4			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2011	332789		332789
75141	AN ALTERNATE PATHWAY TO AUTOIMMUNITY		NIAID	7760072	5R01AI075141-03	5	R01	AI	3			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2010	369765		369765
18535	AN EXPLORATORY TRIAL OF FOLIC ACID AND L-METHYLFOLATE IN PARKINSON'S DISEASE		NCRR	8167228	5M01RR018535-08	5	M01	RR	8		7087	8855552	POURFAR, MICHAEL 	POURFAR, MICHAEL		Not Applicable	Feinstein Institute	 	2010		2120	2120
18535	AN FMRI STUDY OF AFFECTIVE PROCESSING IN EPILEPSY AND DEPRESSION		NCRR	8167268	5M01RR018535-08	5	M01	RR	8		7127	10206810	ETTINGER, ALAN 	ETTINGER, ALAN		Not Applicable	Feinstein Institute	 	2010		1695	1695
124648	AN INTEGRATIVE APPROACH TO CANCER GENE DISCOVERY IN HEPATOCELLULAR CARCINOMA	Liver	NCI	7989997	5R01CA124648-05	5	R01	CA	5			1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	 	2011	435619		435619
124648	AN INTEGRATIVE APPROACH TO CANCER GENE DISCOVERY IN HEPATOCELLULAR CARCINOMA	Liver	NCI	7738898	5R01CA124648-04	5	R01	CA	4			1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	 	2010	435804		435804
106035	AN OPTOGENETIC TOOLKIT FOR THE INTERROGATION AND CONTROL OF SINGLE CELLS.	Brain	NIMH	8822629	1U01MH106035-01	1	U01	MH	1			1924153	HANNON, GREGORY J	HANNON, GREGORY J	10	Not Applicable	Cold Spring Harbor	 	2014	452400		452400
18535	ANALYSIS OF GENE EXPRESSION IN OSTEOPHYTES		NCRR	8167286	5M01RR018535-08	5	M01	RR	8		7145	1890703	CHEN, ELI 	CHEN, ELI		Not Applicable	Feinstein Institute	 	2010		191	240422
45508	ANIAML SHARED RESOURCES	Any;Tech	NCI	8712151	5P30CA045508-27	5	P30	CA	27		8740	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		491926	491926
45508	ANIAML SHARED RESOURCES	Any;Tech	NCI	8473667	5P30CA045508-26	5	P30	CA	26		8740	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		477782	477782
45508	ANIAML SHARED RESOURCES	Any;Tech	NCI	8382429	5P30CA045508-25	5	P30	CA	25		8740	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		491523	491523
45508	ANIAML SHARED RESOURCES	Any;Tech	NCI	8340282	2P30CA045508-24	2	P30	CA	24		8740	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		484656	484656
102852	ANIMAL REAGENT AND IMMUNE FUNCTION CORE		NIAID	8667807	1P01AI102852-01A1	1	P01	AI	1	A1	7560	7893283	CHAVAN, SANGEETA S	CHAVAN, SANGEETA S		Not Applicable	Feinstein Institute	 	2014		438732	246839
18535	ANTERIOR CINGULATE DEFICITS IN OBSESSIVE-COMPULSIVE DISORDER		NCRR	8167289	5M01RR018535-08	5	M01	RR	8		7148	10378107	GRUNER, PATRICIA 	GRUNER, PATRICIA		Not Applicable	Feinstein Institute	 	2010		4239	4239
81801	ANTI-MICROBIAL ANTIBODIES INDUCE NEUROPSYCHIATRIC SYNDROMES		NIMH	8125138	5R01MH081801-05	5	R01	MH	5			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2011	352953		352953
81801	ANTI-MICROBIAL ANTIBODIES INDUCE NEUROPSYCHIATRIC SYNDROMES		NIMH	7893252	5R01MH081801-04	5	R01	MH	4			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2010	356518		356518
73693	ANTI-NMDA RECEPTOR ANTIBODIES IN ADULT BRAIN DSYFUNCTION & FETAL BRAIN DEVELOPMEN		NIAID	8741183	2P01AI073693-06A1	2	P01	AI	6	A1		1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2014	2287670		2287670
73693	ANTI-NMDA RECEPTOR ANTIBODIES IN BRAIN DYSFUNCTION: LESSONS FROM LUPUS		NIAID	8308312	5P01AI073693-05	5	P01	AI	5			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2012	2221830		2221830
73693	ANTI-NMDA RECEPTOR ANTIBODIES IN BRAIN DYSFUNCTION: LESSONS FROM LUPUS		NIAID	8122321	5P01AI073693-04	5	P01	AI	4			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2011	2206554		2206554
73693	ANTI-NMDA RECEPTOR ANTIBODIES IN BRAIN DYSFUNCTION: LESSONS FROM LUPUS		NIAID	7916751	5P01AI073693-03	5	P01	AI	3			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2010	2229232		2229232
49126	ANTIBODIES TO NR2 IN SLE		NIAMS	8121616	5R01AR049126-11	5	R01	AR	11			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2011	339101		339101
49126	ANTIBODIES TO NR2 IN SLE		NIAMS	7924638	5R01AR049126-10	5	R01	AR	10			1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2010	353231		353231
73693	ANTIBODY MODULATION OF NEURAL ENDOCRINE NETWORKS		NIAID	8741189	2P01AI073693-06A1	2	P01	AI	6	A1	8884	1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2014		617419	617419
45508	ANTIBODY SHARED RESOURCES	Any;Tech	NCI	8712152	5P30CA045508-27	5	P30	CA	27		8741	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		191506	191506
45508	ANTIBODY SHARED RESOURCES	Any;Tech	NCI	8473668	5P30CA045508-26	5	P30	CA	26		8741	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		183251	183251
45508	ANTIBODY SHARED RESOURCES	Any;Tech	NCI	8382430	5P30CA045508-25	5	P30	CA	25		8741	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		202767	202767
45508	ANTIBODY SHARED RESOURCES	Any;Tech	NCI	8340283	2P30CA045508-24	2	P30	CA	24		8741	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		201564	201564
87747	ANTISENSE-OLIGONUCLEOTIDE-DIRECTED INHIBITION OF NONSENSE-MEDIATED MRNA DECAY		NINDS	8835766	1F31NS087747-01A1	1	F31	NS	1	A1		10671470	NOMAKUCHI, TOMOKI T	NOMAKUCHI, TOMOKI T		Not Applicable	Cold Spring Harbor	 	2015	27120		27120
97999	APPLYING COMPUTATIONAL LINGUISTICS TO FUNDAMENTAL COMPONENTS OF SCHIZOPHRENIA		NIMH	8792658	7R21MH097999-02	7	R21	MH	2			7110511	COMPTON, MICHAEL T	COMPTON, MICHAEL T		Not Applicable	Feinstein Institute	 	2014	192679		325205
10730	ASSESSING THE IMPACTS OF EPIDEMIOLOGIC BIASES IN WTC HEALTH STUDIES		NIOSH	8777780	1U01OH010730-01	1	U01	OH	1			10699561	KIM, HYUN  	KIM, HYUN		KRIEBEL, DAVID 	Feinstein Institute	 	2014	489848		489848
18535	ASSOCIATION OF ELEVATED RANDOM BLOOD GLUCOSE WITH UNDIAGNOSED DIABETES		NCRR	8167252	5M01RR018535-08	5	M01	RR	8		7111	2059340	SILVERMAN, ROBERT A	SILVERMAN, ROBERT A		Not Applicable	Feinstein Institute	 	2010		13989	13989
20882	AUTOANTIBODIES AND B CELL CHEMOTAXIS IN SJOGREN'S SYNDROME		NIDCR	8292245	5K08DE020882-03	5	K08	DE	3			9699119	KRAMER, JILL MARIE	KRAMER, JILL MARIE		Not Applicable	Feinstein Institute	 	2012	50502		50502
20882	AUTOANTIBODIES AND B CELL CHEMOTAXIS IN SJOGREN'S SYNDROME		NIDCR	8064721	5K08DE020882-02	5	K08	DE	2			9699119	KRAMER, JILL MARIE	KRAMER, JILL MARIE		Not Applicable	Feinstein Institute	 	2011	133110		133110
20882	AUTOANTIBODIES AND B CELL CHEMOTAXIS IN SJOGREN'S SYNDROME		NIDCR	7871645	1K08DE020882-01	1	K08	DE	1			9699119	KRAMER, JILL MARIE	KRAMER, JILL MARIE		Not Applicable	Feinstein Institute	 	2010	133110		133110
18535	AUTOIMMUNITY IN SISTERS OF SYSTEMIC LUPUS ERYTHEMATOSUS (SLE) PATIENTS (SISSLE)		NCRR	8167292	5M01RR018535-08	5	M01	RR	8		7151	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2010		848	848
61653	B CELL EXPRESSED COX2 AND AID DEPENDENT SJOGRENS SYNDROME AUTOIMMUNITY		NIAMS	8447015	5R21AR061653-02	5	R21	AR	2			8523964	MONGINI, PATRICIA K.	MONGINI, PATRICIA K.		Not Applicable	Feinstein Institute	 	2013	166395		166395
61653	B CELL EXPRESSED COX2 AND AID DEPENDENT SJOGRENS SYNDROME AUTOIMMUNITY		NIAMS	8303999	1R21AR061653-01A1	1	R21	AR	1	A1		8523964	MONGINI, PATRICIA K.	MONGINI, PATRICIA K.		Not Applicable	Feinstein Institute	 	2012	206823		206823
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	8269093	5R01CA081554-09	5	R01	CA	9			8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	Feinstein Institute	 	2012	311150		318653
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	8193169	4R01CA081554-08	4	R01	CA	8			8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	Feinstein Institute	 	2011	311150		394997
81554	B-CELL REPERTOIRES IN CHRONIC LYMPHOCYTIC LEUKEMIA	Leukemia	NCI	7849949	5R01CA081554-07	5	R01	CA	7			8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	Feinstein Institute	YES	2010	320773		398898
18535	B-CLL SUBGROUPS: MATURATION STAGE & GENE EXPRESSION		NCRR	8167214	5M01RR018535-08	5	M01	RR	8		7073	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	Feinstein Institute	 	2010		423	103750
56364	B1 CELL INDUCTION OF TH17 CELL DIFFERENTIATION		NIAMS	7774358	5R21AR056364-02	5	R21	AR	2			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2010	184883		184883
16511	BARCODE LONG ISLAND: EXPLORING BIODIVERSITY IN A UNIQUE URBAN LANDSCAPE		OD	8887241	5R25OD016511-02	5	R25	OD	2			1878548	MICKLOS, DAVID ANDREW	MICKLOS, DAVID ANDREW		Not Applicable	Cold Spring Harbor	 	2015	246904		246904
16511	BARCODE LONG ISLAND: EXPLORING BIODIVERSITY IN A UNIQUE URBAN LANDSCAPE		OD	8496319	1R25OD016511-01	1	R25	OD	1			1878548	MICKLOS, DAVID ANDREW	MICKLOS, DAVID ANDREW		Not Applicable	Cold Spring Harbor	 	2014	253843		253843
38734	BDNF VAL66MET GENOTYPE AND AGE: HURRICANE SANDY SUPPLEMENT		NIA	8744534	3R01AG038734-03S1	3	R01	AG	3	S1		8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2014	146238		146238
38734	BDNF VAL66MET GENOTYPE AND AGE: IMPACT ON BIOMARKERS AND EXERCISE-BASED TREATMENT		NIA	8852512	5R01AG038734-05	5	R01	AG	5			8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2015	263337		263337
38734	BDNF VAL66MET GENOTYPE AND AGE: IMPACT ON BIOMARKERS AND EXERCISE-BASED TREATMENT		NIA	8726265	5R01AG038734-04	5	R01	AG	4			8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2014	270874		270874
38734	BDNF VAL66MET GENOTYPE AND AGE: IMPACT ON BIOMARKERS AND EXERCISE-BASED TREATMENT		NIA	8523730	5R01AG038734-03	5	R01	AG	3			8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2013	256023		256023
38734	BDNF VAL66MET GENOTYPE AND AGE: IMPACT ON BIOMARKERS AND EXERCISE-BASED TREATMENT		NIA	8328894	5R01AG038734-02	5	R01	AG	2			8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2012	268500		268500
38734	BDNF VAL66MET GENOTYPE AND AGE: IMPACT ON BIOMARKERS AND EXERCISE-BASED TREATMENT		NIA	8187331	1R01AG038734-01A1	1	R01	AG	1	A1		8442002	GOLDBERG, TERRY 	GOLDBERG, TERRY		Not Applicable	Feinstein Institute	 	2011	270224		270224
73693	BEHAVIORAL CORE		NIAID	8380687	5P01AI073693-05	5	P01	AI	5		9002	7931971	HUERTA, PATRICIO T	HUERTA, PATRICIO T		Not Applicable	Feinstein Institute	 	2012		189855	189855
73693	BEHAVIORAL CORE		NIAID	8308309	5P01AI073693-04	5	P01	AI	4		9002	7931971	HUERTA, PATRICIO T	HUERTA, PATRICIO T		Not Applicable	Feinstein Institute	 	2011		159975	159975
73693	BEHAVIORAL CORE		NIAID	8122318	5P01AI073693-03	5	P01	AI	3		9002	7931971	HUERTA, PATRICIO T	HUERTA, PATRICIO T		Not Applicable	Feinstein Institute	 	2010		359875	359875
102852	BEHAVIORAL FUNCTION CORE		NIAID	8667808	1P01AI102852-01A1	1	P01	AI	1	A1	7561	7931971	HUERTA, PATRICIO T	HUERTA, PATRICIO T		Not Applicable	Feinstein Institute	 	2014		350498	350498
174793	BET BROMODOMAIN INHIBITION AS TARGETED THERAPY IN ACUTE MYELOID LEUKEMIA	Leukemia	NCI	8828135	5R01CA174793-03	5	R01	CA	3			10647942	VAKOC, CHRISTOPHER 	VAKOC, CHRISTOPHER	32	Not Applicable	Cold Spring Harbor	 	2015	557762		557762
174793	BET BROMODOMAIN INHIBITION AS TARGETED THERAPY IN ACUTE MYELOID LEUKEMIA	Leukemia	NCI	8635318	5R01CA174793-02	5	R01	CA	2			10647942	VAKOC, CHRISTOPHER 	VAKOC, CHRISTOPHER	32	Not Applicable	Cold Spring Harbor	 	2014	532576		532576
174793	BET BROMODOMAIN INHIBITION AS TARGETED THERAPY IN ACUTE MYELOID LEUKEMIA	Leukemia	NCI	8478858	1R01CA174793-01	1	R01	CA	1			10647942	VAKOC, CHRISTOPHER 	VAKOC, CHRISTOPHER	32	Not Applicable	Cold Spring Harbor	 	2013	549047		549047
36400	BIGDATA: SMALL DCM: ESCA DA COMPUTATIONAL INFRASTRUCTURE FOR MASSIVE NEUROSCI	Any;Tech	NIDA	8792208	5R01DA036400-03	5	R01	DA	3			6487852	MITRA, PARTHA PRATIM	MITRA, PARTHA PRATIM	52	Not Applicable	Cold Spring Harbor	 	2015	248295		248295
