Serial.Number	Project.Title	Tumor.Type	Administering..IC	Application.ID	Project.Number	Type	Activity	IC	Support.Year	Suffix	Subproject.Number	Contact.PI..Person.ID	Contact.PI...Project.Leader	PI.Trim	MemberID	Other.PI.or.Project.Leader.s.	Organization.Name	ARRA.Indicator	FY	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	FY.Total
157224	MODELING PROSTATE CANCER CONTROL: PREVENTION; SCREENING; TREATMENT; FOLLOWUP CARE		NCI	7984740	1U01CA157224-01	1	U01	CA	1		NA	1883893	ETZIONI, RUTH D 	ETZIONI, RUTH D	NA	DE KONING, HARRY ;TSODIKOV, ALEXANDER 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	1002475	NA	1002475
5	STATISTICAL METHODS FOR BIOMARKER DISCOVERY; EVALUATION; AND VALIDATION		NCI	8103027	5P01CA053996-33	5	P01	CA	33		5	2110020	FENG, ZIDING 	FENG, ZIDING	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	192211	192211
86368	EARLY DETECTION RESEARCH NETWORK: DATA MANAGEMENT AND COORDINATING CENTER		NCI	7983049	2U24CA086368-11	2	U24	CA	11		NA	2110020	FENG, ZIDING 	FENG, ZIDING	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	2000000	NA	2000000
86368	EDRN:DATA MANAGEMENT AND COORDINATING CENTER		NCI	8037425	3U01CA086368-10S1	3	U01	CA	10	S1	NA	2110020	FENG, ZIDING 	FENG, ZIDING	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	667000	NA	667000
6884	ROLE OF CTCF IN CHROMATIN AND NUCLEAR ORGANIZATION AT THE FSHD 4QD4Z4LOCUS		NINDS	7899370	1P01NS069539-01	1	P01	NS	1		6884	3131937	FILIPPOVA, GALINA N	FILIPPOVA, GALINA N	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	289506	289506
78809	ROLE OF CTL AVIDITY IN EPITOPE VARIANT RECOGNITION AND IMMUNE CONTROL OF HIV		NIAID	7911835	5R21AI078809-02	5	R21	AI	2		NA	8517718	FRAHM, NICOLE 	FRAHM, NICOLE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	220000	NA	220000
61628	THE ROLE OF UNCULTIVATED BACTERIA IN BACTERIAL VAGINOSIS		NIAID	7743046	5R01AI061628-05	5	R01	AI	5		NA	1888993	FREDRICKS, DAVID NEAL	FREDRICKS, DAVID NEAL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	463235	NA	463235
5816	NOVEL CULTIVATION METHODS FOR THE DOMESTICATION OF VAGINAL BACTERIA		NHGRI	7931855	1R01HG005816-01	1	R01	HG	1		NA	1888993	FREDRICKS, DAVID NEAL	FREDRICKS, DAVID NEAL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	689520	NA	689520
5966	NOVEL COMPUTATIONAL TOOLS FOR STUDYING THE HUMAN MICROBIOME		NHGRI	8020862	1R01HG005966-01	1	R01	HG	1		NA	1888993	FREDRICKS, DAVID NEAL 	FREDRICKS, DAVID NEAL	NA	MATSEN, FREDERICK ALBERT	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	533722	NA	533722
6189	ETHICS AND POLICY		NCI	7881274	1P50CA148143-01	1	P50	CA	1		6189	8491201	FULLERTON, STEPHANIE M	FULLERTON, STEPHANIE M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	79538	79538
38382	HPV CAPSID ANTIBODIES		NIAID	7781351	2R01AI038382-17	2	R01	AI	17		NA	1863891	GALLOWAY, DENISE A.	GALLOWAY, DENISE A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	405044	NA	405044
9	MOLECULAR MECHANISMS OF GENUS BETA E6 AND E7 PROTEINS		NCI	8118869	5P01CA042792-22	5	P01	CA	22		9	1863891	GALLOWAY, DENISE A.	GALLOWAY, DENISE A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	430239	430239
9001	MOLECULAR BIOLOGY		NCI	8118871	5P01CA042792-22	5	P01	CA	22		9001	1863891	GALLOWAY, DENISE A.	GALLOWAY, DENISE A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	367073	367073
42792	HPV: BIOLOGY; CLINICAL SIGNIFICANCE AND EPIDEMIOLOGY		NCI	7883494	5P01CA042792-22	5	P01	CA	22		NA	1863891	GALLOWAY, DENISE A.	GALLOWAY, DENISE A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	2278913	NA	2278913
2	P-2:  THE EFFECT OF RAD ON ANDROGEN RECEPTOR EXPRESSION AND ACTIVITY IN PROSTATE		NCI	8130547	5P50CA097186-09	5	P50	CA	9		2	9257660	GARZOTTO, MARK 	GARZOTTO, MARK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	297580	297580
26672	TRANSLATIONAL CONTROL OF CYTOMEGALOVIRUS GENE EXPRESSION		NIAID	7793554	5R01AI026672-21	5	R01	AI	21		NA	1896963	GEBALLE, ADAM P.	GEBALLE, ADAM P.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	428072	NA	428072
67770	RADIATION DOSE-DEPENDENT INTERVENTIONS		NIAID	8070901	3U19AI067770-05S2	3	U19	AI	5	S2	NA	1890311	GEORGES, GEORGE EARL	GEORGES, GEORGE EARL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	11616	NA	11616
54165	STATISTICAL METHODS IN HIV VACCINE EFFICACY TRIALS		NIAID	7928536	2R37AI054165-08	2	R37	AI	8		NA	1941165	GILBERT, PETER B.	GILBERT, PETER B.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	355826	NA	355826
3	P-3:  CHARACTERIZATION AND TARGETING OF THE CYTOPROTECTIVE CHAPERONE; HSP27		NCI	8130548	5P50CA097186-09	5	P50	CA	9		3	9257662	GLEAVE, MARTIN 	GLEAVE, MARTIN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	274675	274675
8400	THE STATISTICAL AND COMPUTATIONAL ANALYSIS OF FLOW CYTOMETRY DATA		NIBIB	8068069	3R01EB008400-03S1	3	R01	EB	3	S1	NA	8779785	GOTTARDO, RAPHAEL 	GOTTARDO, RAPHAEL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	51400	NA	51400
8400	THE STATISTICAL AND COMPUTATIONAL ANALYSIS OF FLOW CYTOMETRY DATA		NIBIB	7828142	5R01EB008400-03	5	R01	EB	3		NA	8779785	GOTTARDO, RAPHAEL 	GOTTARDO, RAPHAEL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	338802	NA	338802
23779	DISSECTING THE MECHANISM OF INCREASED GENOMIC INSTABILITY IN AGING YEAST		NIA	8040780	2R37AG023779-06A1	2	R37	AG	6	A1	NA	1883041	GOTTSCHLING, DANIEL E.	GOTTSCHLING, DANIEL E.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	368119	NA	368119
23779	MECHANISM OF INCREASE GENOMIC INSTABILITY IN AGING YEAST		NIA	8134674	3R01AG023779-05S1	3	R01	AG	5	S1	NA	1883041	GOTTSCHLING, DANIEL E.	GOTTSCHLING, DANIEL E.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	176000	NA	176000
115513	TGF-BETA SIGNALING AND COLON CANCER		NCI	7745523	5R01CA115513-04	5	R01	CA	4		NA	1865649	GRADY, WILLIAM MALLORY	GRADY, WILLIAM MALLORY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	322452	NA	322452
152756	IDENTIFY AND VALIDATE NOVEL EPIGENETIC MOLECULAR MARKERS FOR COLORECTAL NEOPLASM		NCI	7983008	1U01CA152756-01	1	U01	CA	1		NA	1865649	GRADY, WILLIAM MALLORY 	GRADY, WILLIAM MALLORY	NA	MARKOWITZ, SANFORD D	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	462017	NA	462017
6635	CLINICAL		NCI	8181529	1P50CA138293-01A1	1	P50	CA	1	A1	6635	1938864	GRALOW, JULIE R.	GRALOW, JULIE R.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	208521	208521
26661	ROLE OF RECQ HELICASES TO PREVENT SENESCENCE BY C-MYC		NIA	7800321	5R01AG026661-05	5	R01	AG	5		NA	1861218	GRANDORI, CARLA 	GRANDORI, CARLA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	300693	NA	300693
8827	CANINE HISTOCOMPATIBILITY TYPING		NCI	8067934	5P01CA078902-12	5	P01	CA	12		8827	1941847	GRAVES, SCOTT STOLL	GRAVES, SCOTT STOLL	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	117039	117039
151682	RADIOIMMUNOTHERAPY FOR MULTIPLE MYELOMA		NCI	7961114	1K08CA151682-01	1	K08	CA	1		NA	10155660	GREEN, DAMIAN J.	GREEN, DAMIAN J.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	169560	NA	169560
48	SPECIFIC ADOPTIVE IMMUNOTHERAPY OF LEUKEMIA		NCI	8073190	5P01CA018029-35	5	P01	CA	35		48	9253382	GREENBERG, PHILIP D	GREENBERG, PHILIP D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	568090	568090
109124	MECHANISMS OF TUMOR SUPPRESSION BY FBW7		NCI	7851284	5K08CA109124-05	5	K08	CA	5		NA	7850426	GRIM, JONATHAN E	GRIM, JONATHAN E	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	140535	NA	140535
146572	LIVE CELL IMAGING OF IGH AND C-MYC GENE LOCI AND THE ROLE OF NUCLEAR ORGANIZATION		NCI	7943970	5RC1CA146572-02	5	RC1	CA	2		NA	1858526	GROUDINE, MARK T	GROUDINE, MARK T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	437835	NA	437835
44746	FUNCTION OF HUMAN & MOUSE BETA-GLOBIN LOCUS CONTROL REGIONS		NIDDK	7802218	5R37DK044746-19	5	R37	DK	19		NA	1858526	GROUDINE, MARK T	GROUDINE, MARK T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	667327	NA	667327
44746	FUNCTION OF HUMAN & MOUSE BETA-GLOBIN LOCUS CONTROL REGIONS		NIDDK	7982455	3R37DK044746-18S1	3	R37	DK	18	S1	NA	1858526	GROUDINE, MARK T	GROUDINE, MARK T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	99987	NA	99987
65440	ACTIVATION AND SILENCING OF GENE EXPRESSION DURING HEMATOPOIESIS--OLD		NHLBI	7910622	5R01HL065440-11	5	R01	HL	11		NA	1858526	GROUDINE, MARK T	GROUDINE, MARK T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	906777	NA	906777
30856	DATA CENTER CORE CONSOLIDATION		NCRR	7935361	1G20RR030856-01	1	G20	RR	1		NA	1858526	GROUDINE, MARK T	GROUDINE, MARK T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	9609225	NA	9609225
9005	PATHOLOGY CORE		NCI	8073193	5P01CA018029-35	5	P01	CA	35		9005	9253399	HACKMAN, ROBERT M	HACKMAN, ROBERT M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	172568	172568
53451	MOLECULAR ANALYSIS OF EUKARYOTIC TRANSCRIPTION		NIGMS	7806586	5R01GM053451-15	5	R01	GM	15		NA	1887728	HAHN, STEVEN M	HAHN, STEVEN M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	653721	NA	653721
75114	MECHANISMS OF EUKARYOTIC TRANSCRIPTION ACTIVATION		NIGMS	7880515	2R01GM075114-05A1	2	R01	GM	5	A1	NA	1887728	HAHN, STEVEN M	HAHN, STEVEN M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	520478	NA	520478
32042	METHODS FOR EVALUATING VACCINE EFFICACY		NIAID	7992103	2R37AI032042-17	2	R37	AI	17		NA	1890460	HALLORAN, M ELIZABETH	HALLORAN, M ELIZABETH	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	528251	NA	528251
141550	PREVENTIVE INTERVENTIONS LEADERSHIP U01		NCI	7936970	5U01CA141550-02	5	U01	CA	2		NA	6588092	HANASH, SAMIR M	HANASH, SAMIR M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	412163	NA	412163
6272	REGULATORY T CELLS IN GRAFT-VERSUS-HOST DISEASE		NIAID	8119591	5P01AI033484-15	5	P01	AI	15		6272	1877913	HANSEN, JOHN ANDREW	HANSEN, JOHN ANDREW	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	394028	394028
6274	PROGRAM ADMINISTRATION		NIAID	8119592	5P01AI033484-15	5	P01	AI	15		6274	1877913	HANSEN, JOHN ANDREW	HANSEN, JOHN ANDREW	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	164759	164759
33484	IMMUNOBIOLOGY OF TOLERANCE FF ALLOGENEIC HEMATOPOIETIC CELL TRANSPLANTATION		NIAID	7896481	5P01AI033484-15	5	P01	AI	15		NA	1877913	HANSEN, JOHN ANDREW	HANSEN, JOHN ANDREW	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	1250021	NA	1250021
94260	BIOMARKER DISCOVERY IN CHRONIC GRAFT-VS-HOST DISEASE		NHLBI	7881588	5R01HL094260-03	5	R01	HL	3		NA	1877913	HANSEN, JOHN ANDREW	HANSEN, JOHN ANDREW	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	440000	NA	440000
5478	CORE C: CLONAL ANALYSIS		NIDDK	8066122	2P30DK056465-12	2	P30	DK	12		5478	1919888	HARKEY, MICHAEL A	HARKEY, MICHAEL A	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	146882	146882
NA	THE NATIONAL CANCER INSTITUTE'S CONTACT CENTER		NCI	8181909	261201000004C-3-0-1	NA	N02		NA		NA	10423247	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	7194128	NA	7194128
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8145415	3P30CA015704-36S3	3	P30	CA	36	S3	NA	6249948	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	100000	NA	100000
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	8100633	3P30CA015704-36S2	3	P30	CA	36	S2	NA	6249948	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	86416	NA	86416
15704	CANCER CENTER SUPPORT GRANT (COMPREHENSIVE)		NCI	7783800	5P30CA015704-36	5	P30	CA	36		NA	6249948	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	11342319	NA	11342319
26769	THERMOSCIENTIFIC TSQ VANTAGE MASS SPECTROMETER		NCRR	7792012	1S10RR026769-01	1	S10	RR	1		NA	6249948	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	335371	NA	335371
27721	HIGH-PERFORMANCE COMPUTING CLUSTER		NCRR	7793588	1S10RR027721-01	1	S10	RR	1		NA	6249948	HARTWELL, LELAND H	HARTWELL, LELAND H	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	496331	NA	496331
9015	CELL PROCESSING AND STORAGE CORE		NCI	8073196	5P01CA018029-35	5	P01	CA	35		9015	1921030	HEIMFELD, SHELLY 	HEIMFELD, SHELLY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	669795	669795
5477	CORE B: LARGE-SCALE CELL PROCESSING		NIDDK	8066121	2P30DK056465-12	2	P30	DK	12		5477	1921030	HEIMFELD, SHELLY 	HEIMFELD, SHELLY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	161874	161874
20116	EPIGENOMIC PROFILING OF HISTONE TURNOVER KINETICS IN MAMMALIAN CELLS		NIEHS	8022473	1R01ES020116-01	1	R01	ES	1		NA	1862345	HENIKOFF, STEVEN 	HENIKOFF, STEVEN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	506345	NA	506345
4274	GENOME-WIDE PROFILING OF HISTONE VARIANTS IN DROSOPHILA AND CAENORHABDITIS		NHGRI	7798606	5U01HG004274-04	5	U01	HG	4		NA	1862345	HENIKOFF, STEVEN 	HENIKOFF, STEVEN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	390992	NA	390992
87397	COMPUTATIONAL APPROACHES TO STUDYING IMMUNODOMINANCE.		NIAID	7841457	1K25AI087397-01	1	K25	AI	1		NA	9866388	HERTZ, TOMER 	HERTZ, TOMER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	123938	NA	123938
83614	IDENTIFICATION OF KEY HEMATOPOIETIC FATE REGULATORS INDUCED BY NOTCH SIGNALING		NIGMS	7882625	5F32GM083614-03	5	F32	GM	3		NA	7129277	HIGA, LEIGH ANN AKI	HIGA, LEIGH ANN AKI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	52154	NA	52154
NA	BIOMEDICAL (BASIC)		WH	8072849	268200900003C-2-0-1	NA	N01		NA		NA	1926329	HINGORANI, SUNIL R	HINGORANI, SUNIL R	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	583493	NA	583493
114028	MOLECULAR AND CELLULAR ORIGINS OF PANCREATIC CANCER		NCI	8142505	3K08CA114028-03S1	3	K08	CA	3	S1	NA	1926329	HINGORANI, SUNIL R	HINGORANI, SUNIL R	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	148092	NA	148092
129357	GENETIC PROGRESSION OF PANCREATIC MUCINOUS CYSTIC NEOPLASMS TO INVASIVE CARCINOMA		NCI	7802925	5R01CA129357-02	5	R01	CA	2		NA	1926329	HINGORANI, SUNIL R	HINGORANI, SUNIL R	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	369582	NA	369582
6631	METABOLIC ALTERATIONS IN ADVANCED BREAST CANCER AND RESPONSE TO SYSTEMIC THERAPY.		NCI	8181511	1P50CA138293-01A1	1	P50	CA	1	A1	6631	1936563	HOCKENBERY, DAVID M.	HOCKENBERY, DAVID M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	235980	235980
71998	MONOCYTE-MEDIATED HOST DEFENSE AGAINST ASPERGILLUS FUMIGATUS		NIAID	7762783	5K08AI071998-04	5	K08	AI	4		NA	8088054	HOHL, TOBIAS M	HOHL, TOBIAS M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	113306	NA	113306
32808	AGE-INDUCED DEFECTS IN DNA REPAIR		NIA	7904831	5F30AG032808-03	5	F30	AG	3		NA	9293566	HSU, JESSICA 	HSU, JESSICA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	35509	NA	35509
14358	GENETIC EPIDEMIOLOGY OF BREAST CANCER: RISK; INSTABILITY; AND STATISTICAL METHODS		NIA	7915336	5R01AG014358-12	5	R01	AG	12		NA	1938051	HSU, LI 	HSU, LI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	285754	NA	285754
4	GENOME-WIDE ASSOCIATION AND LINKAGE STUDIES WITH DIVERSE RESOURCES		NCI	8103026	5P01CA053996-33	5	P01	CA	33		4	1938051	HSU, LI 	HSU, LI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	170707	170707
6639	BIOSTATISTICS		NCI	8181549	1P50CA138293-01A1	1	P50	CA	1	A1	6639	1938051	HSU, LI 	HSU, LI	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	52136	52136
152089	STATISTICAL METHODS FOR EVALUATING MARKERS FOR TREATMENT SELECTION		NCI	7947492	1R01CA152089-01	1	R01	CA	1		NA	6817166	JANES, HOLLY 	JANES, HOLLY	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	165817	NA	165817
6851	INCIDENCE; TIMING AND COFACTORS THAT CONTRIBUTE TO THE HIGH RISK OF HIV-1 INFECT		NICHD	8129492	5P01HD064915-02	5	P01	HD	2		6851	1896447	JOHN-STEWART, GRACE C	JOHN-STEWART, GRACE C	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	523101	523101
80630	METHYLATED DNA BIOMARKERS FOR BARRETT'S ESOPHAGUS AND ESOPHAGEAL ADENOCARCINOMA		NIDDK	7883338	5K08DK080630-04	5	K08	DK	4		NA	7888982	KAZ, ANDREW M	KAZ, ANDREW M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	129870	NA	129870
80630	METHYLATED DNA BIOMARKERS FOR BARRETT'S ESOPHAGUS AND ESOPHAGEAL ADENOCARCINOMA		NIDDK	8011150	3K08DK080630-03S1	3	K08	DK	3	S1	NA	7888982	KAZ, ANDREW M	KAZ, ANDREW M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	54000	NA	54000
80326	DEVELOPMENT OF NOVEL AIDS GENE THERAPY STRATEGIES IN THE MACAQUE SHIV MODEL		NIAID	7941981	5R01AI080326-02	5	R01	AI	2		NA	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	524469	NA	524469
80326	DEVELOPMENT OF NOVEL AIDS GENE THERAPY STRATEGIES IN THE MACAQUE SHIV MODEL		NIAID	8070949	3R01AI080326-01A2S1	3	R01	AI	1	A2S1	NA	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	YES	2010	13265	NA	13265
114218	HEMATOPOIETIC CHEMOPROTECTION IN GLIOBLASTOMA PATIENTS		NCI	7935402	5R01CA114218-05	5	R01	CA	5		NA	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	445303	NA	445303
5479	CORE D: VECTOR PRODUCTION		NIDDK	8066124	2P30DK056465-12	2	P30	DK	12		5479	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	180442	180442
10	GENE THERAPY IN HEMATOPOIETIC CELLS		NHLBI	8131707	5P01HL036444-30	5	P01	HL	30		10	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	777107	777107
92554	LAGLIDADG DELIVERY AND GENE REPAIR IN HEMATOPOIETIC STEM CELLS (7 OF 11)		NHLBI	7903225	5RL1HL092554-04	5	RL1	HL	4		NA	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	610912	NA	610912
98489	DEVELOPMENT OF SAFE AND EFFICIENT GENE THERAPY STRATEGIES FOR HEMOGLOBINOPATHIES		NHLBI	7768551	1R01HL098489-01	1	R01	HL	1		NA	2090964	KIEM, HANS-PETER 	KIEM, HANS-PETER	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	735238	NA	735238
7970	CLINICAL SPECIMEN MANAGEMENT AND CHARACTERIZATION CORE		NCI	8077359	5P50CA083636-12	5	P50	CA	12		7970	1938161	KNUDSEN, BEATRICE S.	KNUDSEN, BEATRICE S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	297940	297940
10	LOCAL DETERMINANTS OF HSV-2 SHEDDING IN HUMANS		NIAID	8130905	5P01AI030731-20	5	P01	AI	20		10	1872996	KOELLE, DAVID M	KOELLE, DAVID M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	NA	173051	173051
4790	EPIDEMIOLOGY OF PUTATIVE GENUINE GENETIC VARIANT:  THE WOMEN'S HEALTH INTIATIVE		NHGRI	7858006	5U01HG004790-03	5	U01	HG	3		NA	1861221	KOOPERBERG, CHARLES L	KOOPERBERG, CHARLES L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	1916734	NA	1916734
143248	ADIPOSE TISSUE INFLAMMATION AND ESTROGEN SYNTHESIS		NCI	7990797	1R21CA143248-01A1	1	R21	CA	1	A1	NA	9240904	KRATZ, MARIO 	KRATZ, MARIO	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	206831	NA	206831
135133	INTEGRATED SENSOR TECHNOLOGY FOR REAL-TIME RECORDING OF FOOD INTAKE		NCI	7780106	1U01CA135133-01A2	1	U01	CA	1	A2	NA	1917113	KRISTAL, ALAN R.	KRISTAL, ALAN R.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	714853	NA	714853
32699	MENOPAUSAL SYMPTOMS INITIATIVE-FINDING LASTING ANSWERS FOR SWEATS AND HOT FLASHES		NIA	7923877	5U01AG032699-03	5	U01	AG	3		NA	1871640	LACROIX, ANDREA Z. 	LACROIX, ANDREA Z.	NA	ANDERSON, GARNET L.	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	2827570	NA	2827570
142695	CRUCIFEROUS VEGETABLE FEEDING AND INFLAMMATION: EFFECT OF GST GENOTYPES		NCI	7983138	1R01CA142695-01A1	1	R01	CA	1	A1	NA	1938336	LAMPE, JOHANNA W	LAMPE, JOHANNA W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	260263	NA	260263
149554	CX43 PHOSPHORYLATION MODULATES KRAS MEDIATED PANCREAS CANCER PROGRESSION		NCI	7876599	1R21CA149554-01	1	R21	CA	1		NA	3168785	LAMPE, PAUL D	LAMPE, PAUL D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	229680	NA	229680
152746	AFFINITY BASED STRATEGIES TO FAST TRACK DEVELOPMENT OF COLON CANCER BIOMARKERS		NCI	7982796	1U01CA152746-01	1	U01	CA	1		NA	3168785	LAMPE, PAUL D 	LAMPE, PAUL D	NA	HANASH, SAMIR M	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	658130	NA	658130
55632	PHOSPHORYLATION OF GAP JUNCTION PROTEINS		NIGMS	7783267	2R01GM055632-13	2	R01	GM	13		NA	3168785	LAMPE, PAUL D	LAMPE, PAUL D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2010	376907	NA	376907
